id,device_id,temperature,humidity,light_level,voltage,timestamp,received_at
1924,SENSOR_001,19.93,76.3,334,4.19,2025-11-25 09:33:18,2025-11-25T12:33:18.690763
1925,SENSOR_002,21.38,72.49,129,3.57,2025-11-25 09:33:18,2025-11-25T12:33:18.702942
1926,SENSOR_003,23.95,77.65,143,4.0,2025-11-25 09:33:18,2025-11-25T12:33:18.713522
1927,SENSOR_001,27.24,66.79,989,4.1,2025-11-25 09:33:28,2025-11-25T12:33:28.727820
1928,SENSOR_002,22.81,63.27,571,3.57,2025-11-25 09:33:28,2025-11-25T12:33:28.740501
1929,SENSOR_003,24.99,68.55,280,3.66,2025-11-25 09:33:28,2025-11-25T12:33:28.753461
1930,SENSOR_001,20.46,74.97,745,3.28,2025-11-25 09:33:38,2025-11-25T12:33:38.768528
1931,SENSOR_002,27.32,55.54,877,3.99,2025-11-25 09:33:38,2025-11-25T12:33:38.780622
1932,SENSOR_003,20.12,50.34,115,4.01,2025-11-25 09:33:38,2025-11-25T12:33:38.795516
1933,SENSOR_001,22.47,76.62,925,3.5,2025-11-25 09:33:48,2025-11-25T12:33:48.809505
1934,SENSOR_002,27.08,51.89,630,4.1,2025-11-25 09:33:48,2025-11-25T12:33:48.823910
1935,SENSOR_003,17.82,50.11,654,3.99,2025-11-25 09:33:48,2025-11-25T12:33:48.836229
1936,SENSOR_001,23.36,42.23,208,3.46,2025-11-25 09:33:58,2025-11-25T12:33:58.851799
1937,SENSOR_002,20.6,53.96,833,3.86,2025-11-25 09:33:58,2025-11-25T12:33:58.862827
1938,SENSOR_003,20.66,61.41,678,3.24,2025-11-25 09:33:58,2025-11-25T12:33:58.875958
1939,SENSOR_001,18.48,76.71,788,4.04,2025-11-25 09:34:08,2025-11-25T12:34:08.890210
1940,SENSOR_002,23.71,75.21,984,3.55,2025-11-25 09:34:08,2025-11-25T12:34:08.904312
1941,SENSOR_003,18.56,63.94,789,3.43,2025-11-25 09:34:08,2025-11-25T12:34:08.917006
1942,SENSOR_001,18.22,73.03,237,3.9,2025-11-25 09:34:18,2025-11-25T12:34:18.939250
1943,SENSOR_002,20.73,45.29,766,3.56,2025-11-25 09:34:18,2025-11-25T12:34:18.952536
1944,SENSOR_003,27.35,68.03,827,4.08,2025-11-25 09:34:18,2025-11-25T12:34:18.964850
1945,SENSOR_001,25.55,75.04,164,3.42,2025-11-25 09:34:28,2025-11-25T12:34:28.980433
1946,SENSOR_002,24.97,72.47,209,3.52,2025-11-25 09:34:28,2025-11-25T12:34:28.992155
1947,SENSOR_003,20.35,63.61,608,3.72,2025-11-25 09:34:29,2025-11-25T12:34:29.005322
1948,SENSOR_001,21.06,79.4,702,3.33,2025-11-25 09:34:39,2025-11-25T12:34:39.014493
1949,SENSOR_002,19.98,58.89,790,4.15,2025-11-25 09:34:39,2025-11-25T12:34:39.023614
1950,SENSOR_003,26.25,76.69,343,3.45,2025-11-25 09:34:39,2025-11-25T12:34:39.032826
1951,SENSOR_001,19.17,69.54,352,3.35,2025-11-25 09:34:49,2025-11-25T12:34:49.043001
1952,SENSOR_002,25.56,45.09,306,3.42,2025-11-25 09:34:49,2025-11-25T12:34:49.055942
1953,SENSOR_003,22.41,48.41,410,3.94,2025-11-25 09:34:49,2025-11-25T12:34:49.067431
1954,SENSOR_001,26.9,51.27,368,3.7,2025-11-25 09:34:59,2025-11-25T12:34:59.081678
1955,SENSOR_002,22.05,50.69,765,3.76,2025-11-25 09:34:59,2025-11-25T12:34:59.095386
1956,SENSOR_003,19.49,73.45,139,3.39,2025-11-25 09:34:59,2025-11-25T12:34:59.108340
1957,SENSOR_001,20.98,65.2,916,3.33,2025-11-25 09:35:09,2025-11-25T12:35:09.123436
1958,SENSOR_002,22.04,71.14,315,3.72,2025-11-25 09:35:09,2025-11-25T12:35:09.137029
1959,SENSOR_003,26.58,41.1,226,4.11,2025-11-25 09:35:09,2025-11-25T12:35:09.149595
1960,SENSOR_001,25.37,74.41,707,3.53,2025-11-25 09:35:19,2025-11-25T12:35:19.163442
1961,SENSOR_002,27.8,77.39,529,4.02,2025-11-25 09:35:19,2025-11-25T12:35:19.177708
1962,SENSOR_003,24.73,54.44,804,3.59,2025-11-25 09:35:19,2025-11-25T12:35:19.192349
1963,SENSOR_001,18.24,65.42,618,3.96,2025-11-25 09:35:29,2025-11-25T12:35:29.208238
1964,SENSOR_002,24.29,57.45,145,3.98,2025-11-25 09:35:29,2025-11-25T12:35:29.221432
1965,SENSOR_003,24.1,59.25,825,4.08,2025-11-25 09:35:29,2025-11-25T12:35:29.236594
1966,SENSOR_001,24.5,58.03,295,3.93,2025-11-25 09:35:39,2025-11-25T12:35:39.250725
1967,SENSOR_002,22.05,45.14,770,4.11,2025-11-25 09:35:39,2025-11-25T12:35:39.265952
1968,SENSOR_003,26.81,68.5,700,3.49,2025-11-25 09:35:39,2025-11-25T12:35:39.278925
1969,SENSOR_001,24.8,70.79,132,3.22,2025-11-25 09:35:49,2025-11-25T12:35:49.293547
1970,SENSOR_002,21.27,59.15,539,4.16,2025-11-25 09:35:49,2025-11-25T12:35:49.307365
1971,SENSOR_003,20.59,59.96,133,3.39,2025-11-25 09:35:49,2025-11-25T12:35:49.321322
1972,SENSOR_001,27.35,72.83,372,3.78,2025-11-25 09:35:59,2025-11-25T12:35:59.334496
1973,SENSOR_002,25.99,47.93,480,3.31,2025-11-25 09:35:59,2025-11-25T12:35:59.348422
1974,SENSOR_003,22.93,80.16,775,3.39,2025-11-25 09:35:59,2025-11-25T12:35:59.361110
1975,SENSOR_001,25.94,64.98,249,3.47,2025-11-25 09:36:09,2025-11-25T12:36:09.376406
1976,SENSOR_002,18.17,71.39,733,3.45,2025-11-25 09:36:09,2025-11-25T12:36:09.390201
1977,SENSOR_003,18.9,54.94,303,3.65,2025-11-25 09:36:09,2025-11-25T12:36:09.404256
1978,SENSOR_001,18.85,71.15,768,3.75,2025-11-25 09:36:19,2025-11-25T12:36:19.418519
1979,SENSOR_002,21.0,48.73,859,3.57,2025-11-25 09:36:19,2025-11-25T12:36:19.432202
1980,SENSOR_003,18.87,52.6,583,3.89,2025-11-25 09:36:19,2025-11-25T12:36:19.445278
1981,SENSOR_001,22.48,79.16,149,3.6,2025-11-25 09:36:29,2025-11-25T12:36:29.460149
1982,SENSOR_002,19.21,65.39,933,3.39,2025-11-25 09:36:29,2025-11-25T12:36:29.473789
1983,SENSOR_003,20.49,72.39,632,3.24,2025-11-25 09:36:29,2025-11-25T12:36:29.487689
1984,SENSOR_001,22.1,67.97,398,3.27,2025-11-25 09:36:39,2025-11-25T12:36:39.501044
1985,SENSOR_002,26.28,57.71,369,3.5,2025-11-25 09:36:39,2025-11-25T12:36:39.513846
1986,SENSOR_003,27.41,46.61,606,3.97,2025-11-25 09:36:39,2025-11-25T12:36:39.526719
1987,SENSOR_001,22.94,54.1,634,3.23,2025-11-25 09:36:49,2025-11-25T12:36:49.539425
1988,SENSOR_002,19.52,55.27,979,3.63,2025-11-25 09:36:49,2025-11-25T12:36:49.552593
1989,SENSOR_003,20.33,72.07,937,3.32,2025-11-25 09:36:49,2025-11-25T12:36:49.567028
1990,SENSOR_001,27.27,59.18,499,3.91,2025-11-25 09:36:59,2025-11-25T12:36:59.581582
1991,SENSOR_002,23.85,71.58,725,3.51,2025-11-25 09:36:59,2025-11-25T12:36:59.594857
1992,SENSOR_003,27.23,71.22,497,3.8,2025-11-25 09:36:59,2025-11-25T12:36:59.607927
1993,SENSOR_001,25.14,45.54,231,4.08,2025-11-25 09:37:09,2025-11-25T12:37:09.621545
1994,SENSOR_002,24.52,40.03,730,4.18,2025-11-25 09:37:09,2025-11-25T12:37:09.635260
1995,SENSOR_003,26.82,79.19,980,3.78,2025-11-25 09:37:09,2025-11-25T12:37:09.650044
1996,SENSOR_001,21.24,46.87,421,4.0,2025-11-25 09:37:19,2025-11-25T12:37:19.665473
1997,SENSOR_002,22.15,53.37,288,3.72,2025-11-25 09:37:19,2025-11-25T12:37:19.679391
1998,SENSOR_003,21.01,78.61,276,3.94,2025-11-25 09:37:19,2025-11-25T12:37:19.693929
1999,SENSOR_001,26.81,45.3,107,3.97,2025-11-25 09:37:29,2025-11-25T12:37:29.709064
2000,SENSOR_002,19.64,65.59,518,3.63,2025-11-25 09:37:29,2025-11-25T12:37:29.722204
2001,SENSOR_003,24.36,42.67,924,4.12,2025-11-25 09:37:29,2025-11-25T12:37:29.734895
2002,SENSOR_001,20.34,70.42,888,3.95,2025-11-25 09:37:39,2025-11-25T12:37:39.749479
2003,SENSOR_002,21.15,52.7,547,3.59,2025-11-25 09:37:39,2025-11-25T12:37:39.764352
2004,SENSOR_003,23.83,51.01,818,3.37,2025-11-25 09:37:39,2025-11-25T12:37:39.780137
2005,SENSOR_001,21.58,69.0,661,3.3,2025-11-25 09:37:49,2025-11-25T12:37:49.795008
2006,SENSOR_002,24.63,70.73,314,3.8,2025-11-25 09:37:49,2025-11-25T12:37:49.807739
2007,SENSOR_003,27.2,81.43,665,4.07,2025-11-25 09:37:49,2025-11-25T12:37:49.820125
2008,SENSOR_001,18.56,64.48,915,3.33,2025-11-25 09:37:59,2025-11-25T12:37:59.835365
2009,SENSOR_002,21.52,64.73,303,3.4,2025-11-25 09:37:59,2025-11-25T12:37:59.849736
2010,SENSOR_003,22.92,48.59,703,3.93,2025-11-25 09:37:59,2025-11-25T12:37:59.861698
2011,SENSOR_001,22.27,61.95,391,3.6,2025-11-25 09:38:09,2025-11-25T12:38:09.875699
2012,SENSOR_002,19.42,47.78,135,4.08,2025-11-25 09:38:09,2025-11-25T12:38:09.889163
2013,SENSOR_003,23.78,70.33,851,3.44,2025-11-25 09:38:09,2025-11-25T12:38:09.904005
2014,SENSOR_001,25.82,44.55,341,3.52,2025-11-25 09:38:19,2025-11-25T12:38:19.919044
2015,SENSOR_002,27.02,64.71,101,4.04,2025-11-25 09:38:19,2025-11-25T12:38:19.933192
2016,SENSOR_003,18.19,73.81,127,3.48,2025-11-25 09:38:19,2025-11-25T12:38:19.947329
2017,SENSOR_001,26.95,55.0,262,4.1,2025-11-25 09:38:29,2025-11-25T12:38:29.961176
2018,SENSOR_002,24.49,63.1,383,4.19,2025-11-25 09:38:29,2025-11-25T12:38:29.974141
2019,SENSOR_003,27.77,52.87,519,3.48,2025-11-25 09:38:29,2025-11-25T12:38:29.988120
2020,SENSOR_001,20.99,65.76,163,3.81,2025-11-25 09:38:40,2025-11-25T12:38:40.003919
2021,SENSOR_002,22.14,63.56,252,4.1,2025-11-25 09:38:40,2025-11-25T12:38:40.017348
2022,SENSOR_003,19.43,67.57,295,3.34,2025-11-25 09:38:40,2025-11-25T12:38:40.029648
2023,SENSOR_001,19.47,48.24,556,3.76,2025-11-25 09:38:50,2025-11-25T12:38:50.044356
2024,SENSOR_002,25.52,73.86,329,3.51,2025-11-25 09:38:50,2025-11-25T12:38:50.057104
2025,SENSOR_003,27.95,66.92,643,3.25,2025-11-25 09:38:50,2025-11-25T12:38:50.070670
2026,SENSOR_001,21.98,58.55,466,4.08,2025-11-25 09:39:00,2025-11-25T12:39:00.085233
2027,SENSOR_002,22.48,68.13,698,4.1,2025-11-25 09:39:00,2025-11-25T12:39:00.100292
2028,SENSOR_003,18.59,77.86,310,3.91,2025-11-25 09:39:00,2025-11-25T12:39:00.114890
2029,SENSOR_001,18.58,66.9,707,4.08,2025-11-25 09:39:10,2025-11-25T12:39:10.130232
2030,SENSOR_002,18.84,73.48,636,3.73,2025-11-25 09:39:10,2025-11-25T12:39:10.143770
2031,SENSOR_003,23.83,66.51,421,3.41,2025-11-25 09:39:10,2025-11-25T12:39:10.156496
2032,SENSOR_001,22.12,56.27,781,4.03,2025-11-25 09:39:20,2025-11-25T12:39:20.170967
2033,SENSOR_002,24.8,46.67,657,3.65,2025-11-25 09:39:20,2025-11-25T12:39:20.183312
2034,SENSOR_003,27.21,46.18,218,4.19,2025-11-25 09:39:20,2025-11-25T12:39:20.197390
2035,SENSOR_001,25.52,70.65,948,3.79,2025-11-25 09:39:30,2025-11-25T12:39:30.211722
2036,SENSOR_002,18.28,77.09,747,4.19,2025-11-25 09:39:30,2025-11-25T12:39:30.224736
2037,SENSOR_003,25.12,49.64,871,3.42,2025-11-25 09:39:30,2025-11-25T12:39:30.237936
2038,SENSOR_001,22.95,67.16,749,3.6,2025-11-25 09:39:40,2025-11-25T12:39:40.251416
2039,SENSOR_002,18.58,42.39,955,3.21,2025-11-25 09:39:40,2025-11-25T12:39:40.265774
2040,SENSOR_003,24.9,51.27,209,3.6,2025-11-25 09:39:40,2025-11-25T12:39:40.279113
2041,SENSOR_001,20.86,54.54,577,3.79,2025-11-25 09:39:50,2025-11-25T12:39:50.293505
2042,SENSOR_002,25.56,73.41,105,4.12,2025-11-25 09:39:50,2025-11-25T12:39:50.308267
2043,SENSOR_003,19.76,75.04,386,3.73,2025-11-25 09:39:50,2025-11-25T12:39:50.323920
2044,SENSOR_001,26.1,70.78,605,4.08,2025-11-25 09:40:00,2025-11-25T12:40:00.337403
2045,SENSOR_002,23.41,51.86,817,3.51,2025-11-25 09:40:00,2025-11-25T12:40:00.351754
2046,SENSOR_003,25.37,62.76,755,4.01,2025-11-25 09:40:00,2025-11-25T12:40:00.365051
2047,SENSOR_001,22.56,75.66,991,3.95,2025-11-25 09:40:10,2025-11-25T12:40:10.378805
2048,SENSOR_002,23.95,44.56,601,3.81,2025-11-25 09:40:10,2025-11-25T12:40:10.393710
2049,SENSOR_003,27.12,49.23,617,3.85,2025-11-25 09:40:10,2025-11-25T12:40:10.408341
2050,SENSOR_001,25.53,53.27,770,3.67,2025-11-25 09:40:20,2025-11-25T12:40:20.421905
2051,SENSOR_002,20.98,47.86,935,3.29,2025-11-25 09:40:20,2025-11-25T12:40:20.435426
2052,SENSOR_003,20.4,44.45,841,3.79,2025-11-25 09:40:20,2025-11-25T12:40:20.446977
2053,SENSOR_001,24.72,69.37,400,4.08,2025-11-25 09:40:30,2025-11-25T12:40:30.461740
2054,SENSOR_002,26.61,65.92,657,4.16,2025-11-25 09:40:30,2025-11-25T12:40:30.475313
2055,SENSOR_003,20.97,78.12,699,3.4,2025-11-25 09:40:30,2025-11-25T12:40:30.488856
2056,SENSOR_001,22.74,53.87,919,3.45,2025-11-25 09:40:40,2025-11-25T12:40:40.501945
2057,SENSOR_002,25.03,64.96,739,3.87,2025-11-25 09:40:40,2025-11-25T12:40:40.515833
2058,SENSOR_003,19.07,60.2,641,3.8,2025-11-25 09:40:40,2025-11-25T12:40:40.529250
2059,SENSOR_001,20.53,48.21,987,3.5,2025-11-25 09:40:50,2025-11-25T12:40:50.543944
2060,SENSOR_002,18.24,50.18,704,3.29,2025-11-25 09:40:50,2025-11-25T12:40:50.557877
2061,SENSOR_003,25.27,44.04,551,3.79,2025-11-25 09:40:50,2025-11-25T12:40:50.573560
2062,SENSOR_001,19.01,43.99,766,4.16,2025-11-25 09:41:00,2025-11-25T12:41:00.588839
2063,SENSOR_002,17.83,59.18,980,3.43,2025-11-25 09:41:00,2025-11-25T12:41:00.600903
2064,SENSOR_003,21.2,60.42,625,3.95,2025-11-25 09:41:00,2025-11-25T12:41:00.614819
2065,SENSOR_001,25.85,44.36,597,3.22,2025-11-25 09:41:10,2025-11-25T12:41:10.629181
2066,SENSOR_002,24.52,42.48,363,3.25,2025-11-25 09:41:10,2025-11-25T12:41:10.641620
2067,SENSOR_003,20.84,68.48,836,3.65,2025-11-25 09:41:10,2025-11-25T12:41:10.656353
2068,SENSOR_001,20.56,56.32,797,3.22,2025-11-25 09:41:20,2025-11-25T12:41:20.669145
2069,SENSOR_002,27.99,60.79,732,3.77,2025-11-25 09:41:20,2025-11-25T12:41:20.682240
2070,SENSOR_003,27.48,46.21,835,3.84,2025-11-25 09:41:20,2025-11-25T12:41:20.697802
2071,SENSOR_001,25.76,56.39,472,3.5,2025-11-25 09:41:30,2025-11-25T12:41:30.712627
2072,SENSOR_002,23.17,56.53,200,3.57,2025-11-25 09:41:30,2025-11-25T12:41:30.726763
2073,SENSOR_003,26.07,76.04,941,3.65,2025-11-25 09:41:30,2025-11-25T12:41:30.740671
2074,SENSOR_001,19.46,74.6,939,3.56,2025-11-25 09:41:40,2025-11-25T12:41:40.755679
2075,SENSOR_002,20.14,79.14,365,3.48,2025-11-25 09:41:40,2025-11-25T12:41:40.769539
2076,SENSOR_003,27.7,57.59,628,4.16,2025-11-25 09:41:40,2025-11-25T12:41:40.782163
2077,SENSOR_001,25.92,75.36,244,4.17,2025-11-25 09:41:50,2025-11-25T12:41:50.794857
2078,SENSOR_002,19.58,75.5,993,4.01,2025-11-25 09:41:50,2025-11-25T12:41:50.807949
2079,SENSOR_003,25.82,41.02,384,3.85,2025-11-25 09:41:50,2025-11-25T12:41:50.819847
2080,SENSOR_001,21.54,46.19,745,3.37,2025-11-25 09:42:00,2025-11-25T12:42:00.837692
2081,SENSOR_002,27.21,55.53,702,3.87,2025-11-25 09:42:00,2025-11-25T12:42:00.851012
2082,SENSOR_003,24.43,79.1,624,3.52,2025-11-25 09:42:00,2025-11-25T12:42:00.864838
2083,SENSOR_001,20.99,67.4,417,3.4,2025-11-25 09:42:10,2025-11-25T12:42:10.879248
2084,SENSOR_002,19.36,50.74,132,4.1,2025-11-25 09:42:10,2025-11-25T12:42:10.892894
2085,SENSOR_003,20.97,41.19,537,3.99,2025-11-25 09:42:10,2025-11-25T12:42:10.906567
2086,SENSOR_001,26.56,51.68,552,4.17,2025-11-25 09:42:20,2025-11-25T12:42:20.921265
2087,SENSOR_002,23.26,75.38,624,3.84,2025-11-25 09:42:20,2025-11-25T12:42:20.935092
2088,SENSOR_003,26.55,49.25,546,4.08,2025-11-25 09:42:20,2025-11-25T12:42:20.949357
2089,SENSOR_001,26.34,38.78,858,3.23,2025-11-25 09:42:30,2025-11-25T12:42:30.963693
2090,SENSOR_002,21.83,75.3,820,4.07,2025-11-25 09:42:30,2025-11-25T12:42:30.978688
2091,SENSOR_003,24.48,45.28,311,3.72,2025-11-25 09:42:30,2025-11-25T12:42:30.990645
2092,SENSOR_001,23.53,74.66,550,3.8,2025-11-25 09:42:41,2025-11-25T12:42:41.005154
2093,SENSOR_002,26.28,74.31,132,4.13,2025-11-25 09:42:41,2025-11-25T12:42:41.019130
2094,SENSOR_003,19.13,60.56,638,3.31,2025-11-25 09:42:41,2025-11-25T12:42:41.032777
2095,SENSOR_001,25.68,41.67,215,3.97,2025-11-25 09:42:51,2025-11-25T12:42:51.047752
2096,SENSOR_002,17.89,72.17,665,3.65,2025-11-25 09:42:51,2025-11-25T12:42:51.062129
2097,SENSOR_003,27.09,68.25,883,3.85,2025-11-25 09:42:51,2025-11-25T12:42:51.073904
2098,SENSOR_001,17.69,64.61,823,3.57,2025-11-25 09:43:01,2025-11-25T12:43:01.087690
2099,SENSOR_002,27.78,61.95,530,3.94,2025-11-25 09:43:01,2025-11-25T12:43:01.109753
2100,SENSOR_003,23.62,53.32,723,3.65,2025-11-25 09:43:01,2025-11-25T12:43:01.122624
2101,SENSOR_001,25.69,59.78,365,4.06,2025-11-25 09:43:11,2025-11-25T12:43:11.136835
2102,SENSOR_002,20.26,55.45,548,4.17,2025-11-25 09:43:11,2025-11-25T12:43:11.149416
2103,SENSOR_003,26.57,72.31,166,3.69,2025-11-25 09:43:11,2025-11-25T12:43:11.163513
2104,SENSOR_001,23.09,73.78,431,3.5,2025-11-25 09:43:21,2025-11-25T12:43:21.178188
2105,SENSOR_002,24.26,64.1,279,3.4,2025-11-25 09:43:21,2025-11-25T12:43:21.191547
2106,SENSOR_003,19.77,55.17,969,4.14,2025-11-25 09:43:21,2025-11-25T12:43:21.204570
2107,SENSOR_001,27.49,51.01,467,4.05,2025-11-25 09:43:31,2025-11-25T12:43:31.218993
2108,SENSOR_002,20.39,52.95,198,4.01,2025-11-25 09:43:31,2025-11-25T12:43:31.234020
2109,SENSOR_003,21.98,54.24,373,3.35,2025-11-25 09:43:31,2025-11-25T12:43:31.247886
2110,SENSOR_001,20.61,67.29,353,3.7,2025-11-25 09:43:41,2025-11-25T12:43:41.263867
2111,SENSOR_002,19.24,41.6,519,3.76,2025-11-25 09:43:41,2025-11-25T12:43:41.277320
2112,SENSOR_003,18.78,58.2,868,3.21,2025-11-25 09:43:41,2025-11-25T12:43:41.290637
2113,SENSOR_001,27.85,40.56,495,3.76,2025-11-25 09:43:51,2025-11-25T12:43:51.304325
2114,SENSOR_002,23.77,59.01,425,3.36,2025-11-25 09:43:51,2025-11-25T12:43:51.317130
2115,SENSOR_003,22.21,49.33,587,3.82,2025-11-25 09:43:51,2025-11-25T12:43:51.331657
2116,SENSOR_001,18.8,69.09,773,4.07,2025-11-25 09:44:01,2025-11-25T12:44:01.347019
2117,SENSOR_002,26.31,51.36,471,3.83,2025-11-25 09:44:01,2025-11-25T12:44:01.360365
2118,SENSOR_003,19.28,57.46,582,3.46,2025-11-25 09:44:01,2025-11-25T12:44:01.374965
2119,SENSOR_001,22.12,77.13,246,4.18,2025-11-25 09:44:11,2025-11-25T12:44:11.388909
2120,SENSOR_002,22.91,58.31,376,3.29,2025-11-25 09:44:11,2025-11-25T12:44:11.401993
2121,SENSOR_003,21.57,54.41,435,3.6,2025-11-25 09:44:11,2025-11-25T12:44:11.416017
2122,SENSOR_001,25.14,58.31,590,3.71,2025-11-25 09:44:21,2025-11-25T12:44:21.431402
2123,SENSOR_002,18.55,78.04,746,4.12,2025-11-25 09:44:21,2025-11-25T12:44:21.444438
2124,SENSOR_003,21.68,42.29,211,3.7,2025-11-25 09:44:21,2025-11-25T12:44:21.458533
2125,SENSOR_001,24.68,55.1,359,3.25,2025-11-25 09:44:31,2025-11-25T12:44:31.475512
2126,SENSOR_002,19.72,68.36,389,3.66,2025-11-25 09:44:31,2025-11-25T12:44:31.489091
2127,SENSOR_003,21.28,50.86,243,3.4,2025-11-25 09:44:31,2025-11-25T12:44:31.503518
2128,SENSOR_001,22.79,42.16,743,3.54,2025-11-25 09:44:41,2025-11-25T12:44:41.518252
2129,SENSOR_002,25.41,76.91,461,3.71,2025-11-25 09:44:41,2025-11-25T12:44:41.531635
2130,SENSOR_003,18.8,76.23,882,3.92,2025-11-25 09:44:41,2025-11-25T12:44:41.545469
2131,SENSOR_001,22.72,70.61,721,3.62,2025-11-25 09:44:51,2025-11-25T12:44:51.558625
2132,SENSOR_002,20.72,45.38,257,3.58,2025-11-25 09:44:51,2025-11-25T12:44:51.572184
2133,SENSOR_003,19.04,76.02,709,4.09,2025-11-25 09:44:51,2025-11-25T12:44:51.585975
2134,SENSOR_001,26.03,66.41,527,3.35,2025-11-25 09:45:01,2025-11-25T12:45:01.600101
2135,SENSOR_002,23.57,78.22,986,3.64,2025-11-25 09:45:01,2025-11-25T12:45:01.616363
2136,SENSOR_003,24.33,68.95,353,3.52,2025-11-25 09:45:01,2025-11-25T12:45:01.630601
2137,SENSOR_001,24.92,48.39,109,3.7,2025-11-25 09:45:11,2025-11-25T12:45:11.644502
2138,SENSOR_002,26.43,75.59,576,3.45,2025-11-25 09:45:11,2025-11-25T12:45:11.657523
2139,SENSOR_003,27.1,51.93,584,3.83,2025-11-25 09:45:11,2025-11-25T12:45:11.671033
2140,SENSOR_001,20.1,50.42,462,3.68,2025-11-25 09:45:21,2025-11-25T12:45:21.685528
2141,SENSOR_002,19.17,55.72,191,4.09,2025-11-25 09:45:21,2025-11-25T12:45:21.699487
2142,SENSOR_003,21.48,58.84,295,3.64,2025-11-25 09:45:21,2025-11-25T12:45:21.712314
2143,SENSOR_001,18.5,44.39,242,3.24,2025-11-25 09:45:31,2025-11-25T12:45:31.726805
2144,SENSOR_002,23.1,53.32,136,4.04,2025-11-25 09:45:31,2025-11-25T12:45:31.740566
2145,SENSOR_003,22.16,70.1,869,3.55,2025-11-25 09:45:31,2025-11-25T12:45:31.754779
2146,SENSOR_001,22.33,47.54,171,3.73,2025-11-25 09:45:41,2025-11-25T12:45:41.768663
2147,SENSOR_002,24.73,72.33,556,4.02,2025-11-25 09:45:41,2025-11-25T12:45:41.783504
2148,SENSOR_003,20.98,63.42,920,3.76,2025-11-25 09:45:41,2025-11-25T12:45:41.796606
2149,SENSOR_001,27.3,65.0,404,4.07,2025-11-25 09:45:51,2025-11-25T12:45:51.810638
2150,SENSOR_002,27.1,60.7,764,3.93,2025-11-25 09:45:51,2025-11-25T12:45:51.822489
2151,SENSOR_003,25.71,58.85,504,3.93,2025-11-25 09:45:51,2025-11-25T12:45:51.834158
2152,SENSOR_001,22.75,76.05,822,3.31,2025-11-25 09:46:01,2025-11-25T12:46:01.848469
2153,SENSOR_002,26.95,49.87,359,3.2,2025-11-25 09:46:01,2025-11-25T12:46:01.861523
2154,SENSOR_003,24.33,63.18,343,3.77,2025-11-25 09:46:01,2025-11-25T12:46:01.874151
2155,SENSOR_001,21.31,45.72,375,3.48,2025-11-25 09:46:11,2025-11-25T12:46:11.889794
2156,SENSOR_002,26.16,53.99,348,4.13,2025-11-25 09:46:11,2025-11-25T12:46:11.904433
2157,SENSOR_003,22.38,56.6,752,3.74,2025-11-25 09:46:11,2025-11-25T12:46:11.919203
2158,SENSOR_001,18.04,72.9,408,4.0,2025-11-25 09:46:21,2025-11-25T12:46:21.932692
2159,SENSOR_002,20.99,75.57,308,3.28,2025-11-25 09:46:21,2025-11-25T12:46:21.946413
2160,SENSOR_003,21.68,69.58,946,3.83,2025-11-25 09:46:21,2025-11-25T12:46:21.959588
2161,SENSOR_001,26.5,65.82,533,3.95,2025-11-25 09:46:31,2025-11-25T12:46:31.974914
2162,SENSOR_002,24.27,50.45,972,3.31,2025-11-25 09:46:31,2025-11-25T12:46:31.988566
2163,SENSOR_003,24.33,72.73,269,3.53,2025-11-25 09:46:32,2025-11-25T12:46:32.002408
2164,SENSOR_001,26.12,39.35,501,3.45,2025-11-25 09:46:42,2025-11-25T12:46:42.013568
2165,SENSOR_002,25.77,79.07,867,3.58,2025-11-25 09:46:42,2025-11-25T12:46:42.023486
2166,SENSOR_003,26.02,78.21,558,3.51,2025-11-25 09:46:42,2025-11-25T12:46:42.035481
2167,SENSOR_001,23.71,75.8,221,3.78,2025-11-25 09:46:52,2025-11-25T12:46:52.046567
2168,SENSOR_002,20.61,64.31,604,3.74,2025-11-25 09:46:52,2025-11-25T12:46:52.060562
2169,SENSOR_003,21.12,72.35,973,3.61,2025-11-25 09:46:52,2025-11-25T12:46:52.074196
2170,SENSOR_001,19.77,59.9,197,4.02,2025-11-25 09:47:02,2025-11-25T12:47:02.089380
2171,SENSOR_002,25.08,57.58,877,3.6,2025-11-25 09:47:02,2025-11-25T12:47:02.104246
2172,SENSOR_003,21.53,60.31,906,3.61,2025-11-25 09:47:02,2025-11-25T12:47:02.119953
2173,SENSOR_001,25.26,67.97,562,3.33,2025-11-25 09:47:12,2025-11-25T12:47:12.135256
2174,SENSOR_002,17.62,51.78,719,3.47,2025-11-25 09:47:12,2025-11-25T12:47:12.148162
2175,SENSOR_003,23.63,67.27,536,4.02,2025-11-25 09:47:12,2025-11-25T12:47:12.161451
2176,SENSOR_001,19.07,63.2,770,3.51,2025-11-25 09:47:22,2025-11-25T12:47:22.175591
2177,SENSOR_002,22.55,48.72,933,4.09,2025-11-25 09:47:22,2025-11-25T12:47:22.189044
2178,SENSOR_003,26.65,40.74,623,3.36,2025-11-25 09:47:22,2025-11-25T12:47:22.198982
2179,SENSOR_001,24.14,56.94,466,3.5,2025-11-25 09:47:32,2025-11-25T12:47:32.215646
2180,SENSOR_002,21.03,75.75,504,3.93,2025-11-25 09:47:32,2025-11-25T12:47:32.227557
2181,SENSOR_003,28.17,69.97,170,3.8,2025-11-25 09:47:32,2025-11-25T12:47:32.240967
